model,action,turn,proportion,ci_low,ci_high
gpt-4,1.A,15,5.0,2.1543679154367967,11.175046923191914
gpt-4,1.A,16,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,17,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,18,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,19,2.0,0.550196755016235,7.0011790728543914
gpt-4,1.A,20,6.0,2.7786123963188176,12.476815445895921
gpt-4,1.A,21,4.0,1.5663303991547604,9.837071435887923
gpt-4,1.A,22,4.0,1.5663303991547604,9.837071435887923
gpt-4,1.A,23,2.0,0.550196755016235,7.0011790728543914
gpt-4,1.A,24,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,25,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,26,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,27,1.0,0.1767432064140647,5.448619617870533
gpt-4,1.A,28,4.0,1.5663303991547604,9.837071435887923
gpt-4,1.A,29,3.0,1.0254524024038911,8.451936429052763
gpt-4,1.A,30,3.0,1.0254524024038911,8.451936429052763
gpt-4o,1.A,1,100.0,96.30065017930143,100.0
gpt-4o,1.A,2,1.0,0.1767432064140647,5.448619617870533
gpt-4o,1.A,3,0.0,0.0,3.6993498206985693
gpt-4o,1.A,4,14.000000000000002,8.526343659939132,22.13718821096384
gpt-4o,1.A,5,11.0,6.254196357064568,18.631296503080318
gpt-4o,1.A,6,23.0,15.843265880303449,32.15438302287378
gpt-4o,1.A,7,25.0,17.545211362287677,34.30446354806161
gpt-4o,1.A,8,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,9,21.0,14.165654061915301,29.979968834089867
gpt-4o,1.A,10,13.0,7.7571674272405104,20.98035144007643
gpt-4o,1.A,11,18.0,11.700225498946347,26.667358386300734
gpt-4o,1.A,12,13.0,7.7571674272405104,20.98035144007643
gpt-4o,1.A,13,21.0,14.165654061915301,29.979968834089867
gpt-4o,1.A,14,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,15,18.0,11.700225498946347,26.667358386300734
gpt-4o,1.A,16,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,17,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,18,24.0,16.691325556948776,33.23233634981448
gpt-4o,1.A,19,17.0,10.89356611405993,25.548004767601128
gpt-4o,1.A,20,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,21,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,22,19.0,12.514751509768734,27.778845379064375
gpt-4o,1.A,23,18.0,11.700225498946347,26.667358386300734
gpt-4o,1.A,24,20.0,13.33669333310325,28.88291655931589
gpt-4o,1.A,25,18.0,11.700225498946347,26.667358386300734
gpt-4o,1.A,26,13.0,7.7571674272405104,20.98035144007643
gpt-4o,1.A,27,23.0,15.843265880303449,32.15438302287378
gpt-4o,1.A,28,16.0,10.09528848880478,24.420269389270246
gpt-4o,1.A,29,21.0,14.165654061915301,29.979968834089867
gpt-4o,1.A,30,22.0,15.001282384605396,31.0703535149858
gpt-4o-mini,1.A,1,100.0,96.30065017930143,100.0
gpt-4o-mini,1.A,2,0.0,0.0,3.6993498206985693
gpt-4o-mini,1.A,3,4.0,1.5663303991547604,9.837071435887923
gpt-4o-mini,1.A,4,11.0,6.254196357064568,18.631296503080318
gpt-4o-mini,1.A,5,14.000000000000002,8.526343659939132,22.13718821096384
gpt-4o-mini,1.A,6,16.0,10.09528848880478,24.420269389270246
gpt-4o-mini,1.A,7,11.0,6.254196357064568,18.631296503080318
gpt-4o-mini,1.A,8,6.0,2.7786123963188176,12.476815445895921
gpt-4o-mini,1.A,9,11.0,6.254196357064568,18.631296503080318
gpt-4o-mini,1.A,10,6.0,2.7786123963188176,12.476815445895921
gpt-4o-mini,1.A,11,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,12,8.0,4.109346148438061,14.998107700948735
gpt-4o-mini,1.A,13,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,1.A,14,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,15,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,1.A,16,8.0,4.109346148438061,14.998107700948735
gpt-4o-mini,1.A,17,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,18,6.0,2.7786123963188176,12.476815445895921
gpt-4o-mini,1.A,19,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,20,4.0,1.5663303991547604,9.837071435887923
gpt-4o-mini,1.A,21,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,1.A,22,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,23,6.0,2.7786123963188176,12.476815445895921
gpt-4o-mini,1.A,24,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,25,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,1.A,26,8.0,4.109346148438061,14.998107700948735
gpt-4o-mini,1.A,27,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,1.A,28,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,1.A,29,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,1.A,30,7.000000000000001,3.4319261067272664,13.749514739073504
o1,1.A,1,100.0,96.30065017930143,100.0
o1,1.A,2,2.0,0.550196755016235,7.0011790728543914
o1,1.A,3,5.0,2.1543679154367967,11.175046923191914
o1,1.A,4,6.0,2.7786123963188176,12.476815445895921
o1,1.A,5,4.0,1.5663303991547604,9.837071435887923
o1,1.A,6,3.0,1.0254524024038911,8.451936429052763
o1,1.A,7,5.0,2.1543679154367967,11.175046923191914
o1,1.A,8,4.0,1.5663303991547604,9.837071435887923
o1,1.A,9,10.0,5.522913706067508,17.43656615049135
o1,1.A,10,12.0,6.999406437019489,19.81209942671142
o1,1.A,11,10.0,5.522913706067508,17.43656615049135
o1,1.A,12,5.0,2.1543679154367967,11.175046923191914
o1,1.A,13,5.0,2.1543679154367967,11.175046923191914
o1,1.A,14,4.0,1.5663303991547604,9.837071435887923
o1,1.A,15,3.0,1.0254524024038911,8.451936429052763
o1,1.A,16,1.0,0.1767432064140647,5.448619617870533
o1,1.A,17,3.0,1.0254524024038911,8.451936429052763
o1,1.A,18,0.0,0.0,3.6993498206985693
o1,1.A,19,2.0,0.550196755016235,7.0011790728543914
o1,1.A,20,0.0,0.0,3.6993498206985693
o1,1.A,21,5.0,2.1543679154367967,11.175046923191914
o1,1.A,22,0.0,0.0,3.6993498206985693
o1,1.A,23,1.0,0.1767432064140647,5.448619617870533
o1,1.A,24,0.0,0.0,3.6993498206985693
o1,1.A,25,1.0,0.1767432064140647,5.448619617870533
o1,1.A,26,1.0,0.1767432064140647,5.448619617870533
o1,1.A,27,2.0,0.550196755016235,7.0011790728543914
o1,1.A,28,1.0,0.1767432064140647,5.448619617870533
o1,1.A,29,0.0,0.0,3.6993498206985693
o1,1.A,30,0.0,0.0,3.6993498206985693
o1-mini,1.A,1,100.0,96.30065017930143,100.0
o1-mini,1.A,2,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,3,0.0,0.0,3.6993498206985693
o1-mini,1.A,4,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,5,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,6,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,7,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,8,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,9,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,10,9.0,4.807254000256514,16.226212852716312
o1-mini,1.A,11,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,12,9.0,4.807254000256514,16.226212852716312
o1-mini,1.A,13,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,14,7.000000000000001,3.4319261067272664,13.749514739073504
o1-mini,1.A,15,8.0,4.109346148438061,14.998107700948735
o1-mini,1.A,16,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,17,6.0,2.7786123963188176,12.476815445895921
o1-mini,1.A,18,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,19,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,20,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,21,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,22,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,23,0.0,0.0,3.6993498206985693
o1-mini,1.A,24,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,25,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,26,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,27,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,28,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,29,0.0,0.0,3.6993498206985693
o1-mini,1.A,30,2.0,0.550196755016235,7.0011790728543914
o3-mini,1.A,1,100.0,96.30065017930143,100.0
o3-mini,1.A,2,0.0,0.0,3.6993498206985693
o3-mini,1.A,3,0.0,0.0,3.6993498206985693
o3-mini,1.A,4,3.0,1.0254524024038911,8.451936429052763
o3-mini,1.A,5,0.0,0.0,3.6993498206985693
o3-mini,1.A,6,0.0,0.0,3.6993498206985693
o3-mini,1.A,7,3.0,1.0254524024038911,8.451936429052763
o3-mini,1.A,8,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,9,6.0,2.7786123963188176,12.476815445895921
o3-mini,1.A,10,9.0,4.807254000256514,16.226212852716312
o3-mini,1.A,11,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,12,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,13,11.0,6.254196357064568,18.631296503080318
o3-mini,1.A,14,17.0,10.89356611405993,25.548004767601128
o3-mini,1.A,15,10.0,5.522913706067508,17.43656615049135
o3-mini,1.A,16,14.000000000000002,8.526343659939132,22.13718821096384
o3-mini,1.A,17,11.0,6.254196357064568,18.631296503080318
o3-mini,1.A,18,15.0,9.305985283656629,23.28355959083237
o3-mini,1.A,19,11.0,6.254196357064568,18.631296503080318
o3-mini,1.A,20,15.0,9.305985283656629,23.28355959083237
o3-mini,1.A,21,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,22,12.0,6.999406437019489,19.81209942671142
o3-mini,1.A,23,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,24,15.0,9.305985283656629,23.28355959083237
o3-mini,1.A,25,11.0,6.254196357064568,18.631296503080318
o3-mini,1.A,26,8.0,4.109346148438061,14.998107700948735
o3-mini,1.A,27,12.0,6.999406437019489,19.81209942671142
o3-mini,1.A,28,12.0,6.999406437019489,19.81209942671142
o3-mini,1.A,29,12.0,6.999406437019489,19.81209942671142
o3-mini,1.A,30,14.000000000000002,8.526343659939132,22.13718821096384
QwQ-32B-preview,1.A,1,81.0,72.22115462093562,87.48524849023126
QwQ-32B-preview,1.A,2,18.0,11.700225498946347,26.667358386300734
QwQ-32B-preview,1.A,3,15.0,9.305985283656629,23.28355959083237
QwQ-32B-preview,1.A,4,16.0,10.09528848880478,24.420269389270246
QwQ-32B-preview,1.A,5,17.0,10.89356611405993,25.548004767601128
QwQ-32B-preview,1.A,6,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,7,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,8,16.0,10.09528848880478,24.420269389270246
QwQ-32B-preview,1.A,9,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,1.A,10,10.0,5.522913706067508,17.43656615049135
QwQ-32B-preview,1.A,11,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,12,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,13,9.0,4.807254000256514,16.226212852716312
QwQ-32B-preview,1.A,14,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,15,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,16,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,17,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,18,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,1.A,19,15.0,9.305985283656629,23.28355959083237
QwQ-32B-preview,1.A,20,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,1.A,21,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,22,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,23,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,24,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,25,15.0,9.305985283656629,23.28355959083237
QwQ-32B-preview,1.A,26,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,27,16.0,10.09528848880478,24.420269389270246
QwQ-32B-preview,1.A,28,12.0,6.999406437019489,19.81209942671142
QwQ-32B-preview,1.A,29,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,30,13.0,7.7571674272405104,20.98035144007643
Qwen2.5-7B-instruct,1.A,1,100.0,96.30065017930143,100.0
Qwen2.5-7B-instruct,1.A,2,44.0,34.672026630160794,53.77189534832303
Qwen2.5-7B-instruct,1.A,3,18.0,11.700225498946347,26.667358386300734
Qwen2.5-7B-instruct,1.A,4,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-7B-instruct,1.A,5,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-7B-instruct,1.A,6,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-7B-instruct,1.A,7,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,8,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,9,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,10,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,11,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,12,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,13,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,14,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,15,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,16,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,17,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,18,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,19,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,20,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,21,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,22,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,23,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,24,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,25,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,26,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,27,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,28,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,29,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,30,0.0,0.0,3.6993498206985693
Qwen2.5-32B-Instruct,1.A,1,100.0,96.30065017930143,100.0
Qwen2.5-32B-Instruct,1.A,2,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-32B-Instruct,1.A,3,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-32B-Instruct,1.A,4,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-32B-Instruct,1.A,5,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-32B-Instruct,1.A,6,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-32B-Instruct,1.A,7,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,8,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,1.A,9,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,1.A,10,13.0,7.7571674272405104,20.98035144007643
Qwen2.5-32B-Instruct,1.A,11,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-32B-Instruct,1.A,12,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,1.A,13,8.0,4.109346148438061,14.998107700948735
Qwen2.5-32B-Instruct,1.A,14,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,1.A,15,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,1.A,16,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-32B-Instruct,1.A,17,8.0,4.109346148438061,14.998107700948735
Qwen2.5-32B-Instruct,1.A,18,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-32B-Instruct,1.A,19,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,1.A,20,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-32B-Instruct,1.A,21,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,1.A,22,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-32B-Instruct,1.A,23,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,24,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-32B-Instruct,1.A,25,9.0,4.807254000256514,16.226212852716312
Qwen2.5-32B-Instruct,1.A,26,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,1.A,27,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,1.A,28,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,1.A,29,8.0,4.109346148438061,14.998107700948735
Qwen2.5-32B-Instruct,1.A,30,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-72B-instruct,1.A,1,96.0,90.16292856411208,98.43366960084523
Qwen2.5-72B-instruct,1.A,2,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,3,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,4,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,5,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,6,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,7,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,8,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,9,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,10,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,11,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,12,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,13,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,14,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,15,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,16,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,17,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,18,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,19,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,20,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,21,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,22,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,23,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,24,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,25,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,26,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,27,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,28,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,29,0.0,0.0,3.6993498206985693
Qwen2.5-72B-instruct,1.A,30,1.0,0.1767432064140647,5.448619617870533
Llama3.3-70B-instruct,1.A,1,100.0,96.33593536001439,100.0
Llama3.3-70B-instruct,1.A,2,0.0,3.469446951953614e-16,3.664064639985609
Llama3.3-70B-instruct,1.A,3,0.0,3.469446951953614e-16,3.664064639985609
Llama3.3-70B-instruct,1.A,4,0.9900990099009901,0.17499112489682347,5.3967157994455075
Llama3.3-70B-instruct,1.A,5,0.9900990099009901,0.17499112489682347,5.3967157994455075
Llama3.3-70B-instruct,1.A,6,7.920792079207921,4.068097332073046,14.857105582766328
Llama3.3-70B-instruct,1.A,7,5.9405940594059405,2.750812751388777,12.359105594737157
Llama3.3-70B-instruct,1.A,8,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,9,11.881188118811881,6.9287194461851715,19.627052606081087
Llama3.3-70B-instruct,1.A,10,8.91089108910891,4.758923777198751,16.073921421997344
Llama3.3-70B-instruct,1.A,11,12.871287128712872,7.678714443671884,20.784699892951096
Llama3.3-70B-instruct,1.A,12,18.81188118811881,12.387125256857146,27.522142785906162
Llama3.3-70B-instruct,1.A,13,14.85148514851485,9.211601417099887,23.067097488236534
Llama3.3-70B-instruct,1.A,14,12.871287128712872,7.678714443671884,20.784699892951096
Llama3.3-70B-instruct,1.A,15,10.891089108910892,6.191128093458512,18.457001674451025
Llama3.3-70B-instruct,1.A,16,11.881188118811881,6.9287194461851715,19.627052606081087
Llama3.3-70B-instruct,1.A,17,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,18,12.871287128712872,7.678714443671884,20.784699892951096
Llama3.3-70B-instruct,1.A,19,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,20,12.871287128712872,7.678714443671884,20.784699892951096
Llama3.3-70B-instruct,1.A,21,11.881188118811881,6.9287194461851715,19.627052606081087
Llama3.3-70B-instruct,1.A,22,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,23,5.9405940594059405,2.750812751388777,12.359105594737157
Llama3.3-70B-instruct,1.A,24,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,25,8.91089108910891,4.758923777198751,16.073921421997344
Llama3.3-70B-instruct,1.A,26,11.881188118811881,6.9287194461851715,19.627052606081087
Llama3.3-70B-instruct,1.A,27,15.841584158415841,9.992756899137682,24.19358429055546
Llama3.3-70B-instruct,1.A,28,10.891089108910892,6.191128093458512,18.457001674451025
Llama3.3-70B-instruct,1.A,29,12.871287128712872,7.678714443671884,20.784699892951096
Llama3.3-70B-instruct,1.A,30,13.861386138613863,8.439988610512007,21.931068010467698
Claude-3.5-Sonnet,2.A,1,0.0,0.0,3.1789245662733396
Claude-3.5-Sonnet,2.A,2,8.547008547008547,4.708748324461758,15.020787427064002
Claude-3.5-Sonnet,2.A,3,73.50427350427351,64.85333176364495,80.66084899579923
Claude-3.5-Sonnet,2.A,4,13.675213675213676,8.596097046894222,21.063805415782998
Claude-3.5-Sonnet,2.A,5,3.418803418803419,1.3373841819450498,8.461784858429262
Claude-3.5-Sonnet,2.A,6,1.7094017094017095,0.4700382604581551,6.019008542865668
Claude-3.5-Sonnet,2.A,7,3.418803418803419,1.3373841819450498,8.461784858429262
Claude-3.5-Sonnet,2.A,8,4.273504273504273,1.838983108189021,9.615247050710531
Claude-3.5-Sonnet,2.A,9,11.11111111111111,6.609320162681148,18.08539894442034
Claude-3.5-Sonnet,2.A,10,14.529914529914532,9.273939280804754,22.041024300397705
Claude-3.5-Sonnet,2.A,11,17.094017094017094,11.347000899851464,24.933146036926722
Claude-3.5-Sonnet,2.A,12,11.11111111111111,6.609320162681148,18.08539894442034
Claude-3.5-Sonnet,2.A,13,15.384615384615385,9.958656287229516,23.011368412498186
