model,action,turn,proportion,ci_low,ci_high
o1,1.A,28,2.0,0.550196755016235,7.0011790728543914
o1,1.A,29,1.0,0.1767432064140647,5.448619617870533
o1,1.A,30,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,1,50.0,40.38315303659956,59.61684696340044
o1-mini,1.A,2,9.0,4.807254000256514,16.226212852716312
o1-mini,1.A,3,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,4,8.0,4.109346148438061,14.998107700948735
o1-mini,1.A,5,6.0,2.7786123963188176,12.476815445895921
o1-mini,1.A,6,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,7,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,8,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,9,6.0,2.7786123963188176,12.476815445895921
o1-mini,1.A,10,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,11,5.0,2.1543679154367967,11.175046923191914
o1-mini,1.A,12,5.0,2.1543679154367967,11.175046923191914
o1-mini,1.A,13,9.0,4.807254000256514,16.226212852716312
o1-mini,1.A,14,8.0,4.109346148438061,14.998107700948735
o1-mini,1.A,15,7.000000000000001,3.4319261067272664,13.749514739073504
o1-mini,1.A,16,8.0,4.109346148438061,14.998107700948735
o1-mini,1.A,17,7.000000000000001,3.4319261067272664,13.749514739073504
o1-mini,1.A,18,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,19,6.0,2.7786123963188176,12.476815445895921
o1-mini,1.A,20,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,21,5.0,2.1543679154367967,11.175046923191914
o1-mini,1.A,22,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,23,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,24,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,25,1.0,0.1767432064140647,5.448619617870533
o1-mini,1.A,26,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,27,3.0,1.0254524024038911,8.451936429052763
o1-mini,1.A,28,2.0,0.550196755016235,7.0011790728543914
o1-mini,1.A,29,4.0,1.5663303991547604,9.837071435887923
o1-mini,1.A,30,4.0,1.5663303991547604,9.837071435887923
o3-mini,1.A,1,0.0,0.0,3.6993498206985693
o3-mini,1.A,2,17.0,10.89356611405993,25.548004767601128
o3-mini,1.A,3,15.0,9.305985283656629,23.28355959083237
o3-mini,1.A,4,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,5,9.0,4.807254000256514,16.226212852716312
o3-mini,1.A,6,16.0,10.09528848880478,24.420269389270246
o3-mini,1.A,7,9.0,4.807254000256514,16.226212852716312
o3-mini,1.A,8,1.0,0.1767432064140647,5.448619617870533
o3-mini,1.A,9,5.0,2.1543679154367967,11.175046923191914
o3-mini,1.A,10,6.0,2.7786123963188176,12.476815445895921
o3-mini,1.A,11,6.0,2.7786123963188176,12.476815445895921
o3-mini,1.A,12,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,13,8.0,4.109346148438061,14.998107700948735
o3-mini,1.A,14,8.0,4.109346148438061,14.998107700948735
o3-mini,1.A,15,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,16,9.0,4.807254000256514,16.226212852716312
o3-mini,1.A,17,6.0,2.7786123963188176,12.476815445895921
o3-mini,1.A,18,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,19,13.0,7.7571674272405104,20.98035144007643
o3-mini,1.A,20,4.0,1.5663303991547604,9.837071435887923
o3-mini,1.A,21,8.0,4.109346148438061,14.998107700948735
o3-mini,1.A,22,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,23,9.0,4.807254000256514,16.226212852716312
o3-mini,1.A,24,6.0,2.7786123963188176,12.476815445895921
o3-mini,1.A,25,5.0,2.1543679154367967,11.175046923191914
o3-mini,1.A,26,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,27,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,28,5.0,2.1543679154367967,11.175046923191914
o3-mini,1.A,29,7.000000000000001,3.4319261067272664,13.749514739073504
o3-mini,1.A,30,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,1.A,1,30.0,21.894885294932756,39.584854633346666
QwQ-32B-preview,1.A,2,10.0,5.522913706067508,17.43656615049135
QwQ-32B-preview,1.A,3,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,4,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,1.A,5,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,1.A,6,11.0,6.254196357064568,18.631296503080318
QwQ-32B-preview,1.A,7,9.0,4.807254000256514,16.226212852716312
QwQ-32B-preview,1.A,8,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,9,10.0,5.522913706067508,17.43656615049135
QwQ-32B-preview,1.A,10,10.0,5.522913706067508,17.43656615049135
QwQ-32B-preview,1.A,11,9.0,4.807254000256514,16.226212852716312
QwQ-32B-preview,1.A,12,9.0,4.807254000256514,16.226212852716312
QwQ-32B-preview,1.A,13,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,14,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,1.A,15,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,1.A,16,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,1.A,17,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,18,9.0,4.807254000256514,16.226212852716312
QwQ-32B-preview,1.A,19,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,1.A,20,2.0,0.550196755016235,7.0011790728543914
QwQ-32B-preview,1.A,21,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,1.A,22,2.0,0.550196755016235,7.0011790728543914
QwQ-32B-preview,1.A,23,2.0,0.550196755016235,7.0011790728543914
QwQ-32B-preview,1.A,24,3.0,1.0254524024038911,8.451936429052763
QwQ-32B-preview,1.A,25,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,1.A,26,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,1.A,27,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,1.A,28,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,1.A,29,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,1.A,30,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-7B-instruct,1.A,1,16.0,10.09528848880478,24.420269389270246
Qwen2.5-7B-instruct,1.A,2,8.0,4.109346148438061,14.998107700948735
Qwen2.5-7B-instruct,1.A,3,8.0,4.109346148438061,14.998107700948735
Qwen2.5-7B-instruct,1.A,4,11.0,6.254196357064568,18.631296503080318
Qwen2.5-7B-instruct,1.A,5,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-7B-instruct,1.A,6,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-7B-instruct,1.A,7,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-7B-instruct,1.A,8,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-7B-instruct,1.A,9,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,10,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-7B-instruct,1.A,11,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-7B-instruct,1.A,12,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-7B-instruct,1.A,13,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,14,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,15,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,16,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,17,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,18,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-7B-instruct,1.A,19,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-7B-instruct,1.A,20,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,21,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,22,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,23,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,24,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,25,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,26,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,27,0.0,0.0,3.6993498206985693
Qwen2.5-7B-instruct,1.A,28,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,1.A,29,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,1.A,30,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-32B-Instruct,1.A,1,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-32B-Instruct,1.A,2,23.0,15.843265880303449,32.15438302287378
Qwen2.5-32B-Instruct,1.A,3,28.000000000000004,20.139685211186215,37.48802870992117
Qwen2.5-32B-Instruct,1.A,4,25.0,17.545211362287677,34.30446354806161
Qwen2.5-32B-Instruct,1.A,5,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,6,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,1.A,7,8.0,4.109346148438061,14.998107700948735
Qwen2.5-32B-Instruct,1.A,8,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,1.A,9,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,1.A,10,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,1.A,11,13.0,7.7571674272405104,20.98035144007643
Qwen2.5-32B-Instruct,1.A,12,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,1.A,13,9.0,4.807254000256514,16.226212852716312
Qwen2.5-32B-Instruct,1.A,14,17.0,10.89356611405993,25.548004767601128
Qwen2.5-32B-Instruct,1.A,15,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,1.A,16,17.0,10.89356611405993,25.548004767601128
Qwen2.5-32B-Instruct,1.A,17,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,1.A,18,16.0,10.09528848880478,24.420269389270246
Qwen2.5-32B-Instruct,1.A,19,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,1.A,20,17.0,10.89356611405993,25.548004767601128
Qwen2.5-32B-Instruct,1.A,21,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,22,20.0,13.33669333310325,28.88291655931589
Qwen2.5-32B-Instruct,1.A,23,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-32B-Instruct,1.A,24,17.0,10.89356611405993,25.548004767601128
Qwen2.5-32B-Instruct,1.A,25,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,26,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,1.A,27,13.0,7.7571674272405104,20.98035144007643
Qwen2.5-32B-Instruct,1.A,28,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,1.A,29,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,1.A,30,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-72B-instruct,1.A,1,52.0,42.31657776522397,61.535448241948096
Qwen2.5-72B-instruct,1.A,2,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,1.A,3,15.0,9.305985283656629,23.28355959083237
Qwen2.5-72B-instruct,1.A,4,8.0,4.109346148438061,14.998107700948735
Qwen2.5-72B-instruct,1.A,5,9.0,4.807254000256514,16.226212852716312
Qwen2.5-72B-instruct,1.A,6,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,7,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,8,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,9,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,10,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,11,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,12,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,13,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,14,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,15,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,16,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,17,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,18,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-72B-instruct,1.A,19,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,20,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,21,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,22,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,23,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,24,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,25,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-72B-instruct,1.A,26,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,1.A,27,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,28,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,1.A,29,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,1.A,30,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,1.A,1,88.0,80.18790057328857,93.00059356298051
Llama3.3-70B-instruct,1.A,2,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,1.A,3,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,1.A,4,14.000000000000002,8.526343659939132,22.13718821096384
Llama3.3-70B-instruct,1.A,5,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,6,6.0,2.7786123963188176,12.476815445895921
Llama3.3-70B-instruct,1.A,7,13.0,7.7571674272405104,20.98035144007643
Llama3.3-70B-instruct,1.A,8,7.000000000000001,3.4319261067272664,13.749514739073504
Llama3.3-70B-instruct,1.A,9,10.0,5.522913706067508,17.43656615049135
Llama3.3-70B-instruct,1.A,10,13.0,7.7571674272405104,20.98035144007643
Llama3.3-70B-instruct,1.A,11,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,12,11.0,6.254196357064568,18.631296503080318
Llama3.3-70B-instruct,1.A,13,8.0,4.109346148438061,14.998107700948735
Llama3.3-70B-instruct,1.A,14,13.0,7.7571674272405104,20.98035144007643
Llama3.3-70B-instruct,1.A,15,8.0,4.109346148438061,14.998107700948735
Llama3.3-70B-instruct,1.A,16,13.0,7.7571674272405104,20.98035144007643
Llama3.3-70B-instruct,1.A,17,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,18,11.0,6.254196357064568,18.631296503080318
Llama3.3-70B-instruct,1.A,19,13.0,7.7571674272405104,20.98035144007643
Llama3.3-70B-instruct,1.A,20,11.0,6.254196357064568,18.631296503080318
Llama3.3-70B-instruct,1.A,21,9.0,4.807254000256514,16.226212852716312
Llama3.3-70B-instruct,1.A,22,11.0,6.254196357064568,18.631296503080318
Llama3.3-70B-instruct,1.A,23,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,24,15.0,9.305985283656629,23.28355959083237
Llama3.3-70B-instruct,1.A,25,18.0,11.700225498946347,26.667358386300734
Llama3.3-70B-instruct,1.A,26,8.0,4.109346148438061,14.998107700948735
Llama3.3-70B-instruct,1.A,27,15.0,9.305985283656629,23.28355959083237
Llama3.3-70B-instruct,1.A,28,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,29,12.0,6.999406437019489,19.81209942671142
Llama3.3-70B-instruct,1.A,30,15.0,9.305985283656629,23.28355959083237
Claude-3.5-Sonnet,2.A,1,0.0,0.0,3.0285514345309585
Claude-3.5-Sonnet,2.A,2,22.76422764227642,16.245457162590593,30.9326968708531
Claude-3.5-Sonnet,2.A,3,29.268292682926827,21.953167360139243,37.83915884442237
Claude-3.5-Sonnet,2.A,4,13.008130081300814,8.168058029914516,20.088837746852295
Claude-3.5-Sonnet,2.A,5,5.691056910569105,2.783797958312565,11.282154125946578
Claude-3.5-Sonnet,2.A,6,13.008130081300814,8.168058029914516,20.088837746852295
Claude-3.5-Sonnet,2.A,7,11.38211382113821,6.902284440685466,18.201068293301855
Claude-3.5-Sonnet,2.A,8,9.75609756097561,5.6692742887536856,16.28053540245416
Claude-3.5-Sonnet,2.A,9,13.821138211382115,8.811645646024346,21.0220216521322
Claude-3.5-Sonnet,2.A,10,10.569105691056912,6.2813124690906195,17.245268743506966
Claude-3.5-Sonnet,2.A,11,13.821138211382115,8.811645646024346,21.0220216521322
